endTime,username,platform,artistName,trackName,msPlayed,incognito_mode,conn_country,user_agent_decrypted,shuffle
18-07-2023 18:55,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Pritam,Pee Loon Lofi Mix,846,FALSE,IN,unknown,FALSE
18-07-2023 18:55,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Vishal-Shekhar,Khuda Jaane - LoFi Mix,1270,FALSE,IN,unknown,FALSE
18-07-2023 18:55,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,KSW,Samjhawan - Lofi Flip,1333,FALSE,IN,unknown,FALSE
18-07-2023 18:55,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Kritiman Mishra,Bandeya - Lofi Flip,2076,FALSE,IN,unknown,FALSE
18-07-2023 18:55,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,VIBIE,Hawayein - Lofi Flip,1460,FALSE,IN,unknown,FALSE
18-07-2023 18:58,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,IAMPRANN,Kahani Suno 2.0 - LoFi,189893,FALSE,IN,unknown,FALSE
18-07-2023 18:59,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Amtee,Shayad X Samjhawan - Lofi Flip,25424,FALSE,IN,unknown,FALSE
18-07-2023 19:02,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Kritiman Mishra,Phir Le Aya Dil - Lofi Flip,179270,FALSE,IN,unknown,FALSE
18-07-2023 19:06,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,VIBIE,Saibo - Lofi Flip,10402,FALSE,IN,unknown,FALSE
18-07-2023 19:06,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Pritam,Tera Hone Laga Hoon (Lofi Mix),245192,FALSE,IN,unknown,FALSE
18-07-2023 19:06,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,VIBIE,Kesariya - Lofi Flip,16288,FALSE,IN,unknown,FALSE
18-07-2023 19:07,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Pritam,Main Rang Sharbaton Ka (Lofi Mix),75036,FALSE,IN,unknown,FALSE
18-07-2023 19:08,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,King,Maan Meri Jaan (Lofi Flip),4334,FALSE,IN,unknown,FALSE
18-07-2023 19:11,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,VIBIE,Shayad - Lofi Flip,204033,FALSE,IN,unknown,FALSE
18-07-2023 19:15,31ibo62lfee26rxgjoxvtsdt5eli,ANDROID_ARM,Deepanshu Ruhela,Tum Tak - Lofi Flip,6841,FALSE,IN,unknown,FALSE
